,Unnamed: 0,begin,end,filename,shot_id,transcript,soap opera,score
7583,7583,00:55:00:22,00:55:06:05,5253646087419594905.xml,974,"I'd have to look  at what you've got. Mind you, if I am to know you  intimately, you're gonna have to",0.040079135447740555,0.08015827089548111
19826,19826,00:40:35:24,00:40:43:18,5271844722846213628.xml,796,"Am I?!  Yeah, well. You were there  for her when she needed you. So why don't you go and find  us a couple of vases, eh?",0.04007827863097191,0.08015655726194382
4100,4100,01:42:49:04,01:42:52:23,5248439298566680341.xml,2020,It stopped the day I stopped  being a copper.,0.04006567969918251,0.08013135939836502
15907,15907,00:24:19:10,00:24:21:02,5266645664934403562.xml,476,Nothing they could say.  They've not charged you?,0.040033742785453796,0.08006748557090759
17131,17131,01:32:39:16,01:32:48:21,5266645664934403562.xml,1700,"I do hope you're right...  I tell you what.  Why don't I do a big lunch for everyone, you know. I could pull the girls  out of school and we can all have some family time together.",0.040027033537626266,0.08005406707525253
19746,19746,00:37:34:07,00:37:35:15,5271844722846213628.xml,716,"All right, cheers.  Bye. ",0.040018729865550995,0.08003745973110199
9649,9649,00:54:06:23,00:54:13:05,5256228221757951173.xml,938,"Do you want to eat this or wear it?  'Hi there, it's Doctor Merritt.  'About Whitney's session today... ",0.0400116890668869,0.0800233781337738
2204,2204,00:07:08:02,00:07:12:01,5248439298566680341.xml,124,"I'll sort the room, trust me.  Now come on.",0.0399971567094326,0.0799943134188652
15107,15107,02:04:37:20,02:04:42:07,5264050645694159353.xml,2258,"Can't be bothered, more like.  They've moved on.  That's what our family are like, innit?",0.039989061653614044,0.07997812330722809
9483,9483,00:45:09:03,00:45:41:03,5256228221757951173.xml,772,"Bill, wait.  I just wanted to say thank you,  you know, for everything. Is that your foster mum?  They are looking after you, yeah?  I ain't really with a foster family.  It's just an home. What, a kid's home?  It's all right. There ain't no nutters in there or anything. No, course.",0.03997798636555672,0.07995597273111343
3982,3982,01:34:39:17,01:34:48:00,5248439298566680341.xml,1902,"I promised a friend of mine  I'd find her a good home. Don't suppose you could  take her in, could ya? I can't, sorry.  Eh?  Oh.",0.039975326508283615,0.07995065301656723
7763,7763,01:04:37:10,01:04:40:01,5253646087419594905.xml,1154,"And you recognised that look,  didn't you, Dad?",0.039970509707927704,0.07994101941585541
21149,21149,00:03:05:22,00:03:08:19,5274434588125702436.xml,56,And?  I don't know.  Just don't want no-one taking you for a mug.,0.03996928408741951,0.07993856817483902
17157,17157,01:33:47:07,01:33:50:11,5266645664934403562.xml,1726,Rope tie backs and everything! ,0.03996279835700989,0.07992559671401978
1871,1871,01:42:51:22,01:42:56:20,5245830105934359183.xml,1872,Just give me a chance and  I'll prove it.,0.03995697945356369,0.07991395890712738
16344,16344,00:45:41:03,00:45:45:05,5266645664934403562.xml,913,"We were starting to think you'd  done a disappearing act. Look, is this going to take long?  Only I've got stuff to do.",0.0399375855922699,0.0798751711845398
11603,11603,00:48:32:01,00:48:34:15,5258818087037440299.xml,972,What you on about? ,0.03993749991059303,0.07987499982118607
3035,3035,00:49:05:10,00:49:07:06,5248439298566680341.xml,955,"If I did it was only a joke...  I didn't mean anything.  Come on, tell us how it went.",0.039935335516929626,0.07987067103385925
15184,15184,02:09:05:23,02:09:06:05,5264050645694159353.xml,2335,"Well, there's something  I want you to do for me.",0.03992898762226105,0.0798579752445221
18694,18694,01:08:20:05,01:08:22:10,5269245838135402929.xml,1158,Do it all without me...you won't  even notice when I've gone.,0.03989069536328316,0.07978139072656631
3408,3408,01:06:51:00,01:06:57:05,5248439298566680341.xml,1328,"I'm just gonna grab a paper,  all right? Peggy!  Guess what? ",0.03988340497016907,0.07976680994033813
1715,1715,01:33:30:12,01:33:32:06,5245830105934359183.xml,1716,But what did he want? ,0.039874572306871414,0.07974914461374283
7135,7135,00:31:00:21,00:31:04:22,5253646087419594905.xml,526,Could do a lot with that.  Yeah. ,0.0398641861975193,0.0797283723950386
17105,17105,01:30:43:02,01:30:47:00,5266645664934403562.xml,1674,"Oh, good.  I've been dying  to meet some of your mates.",0.039854664355516434,0.07970932871103287
6228,6228,01:37:07:02,01:37:09:14,5251033029316736209.xml,1912,Is it because of Callum? ,0.03980406001210213,0.07960812002420425
80,80,00:04:47:09,00:04:49:04,5245830105934359183.xml,81,"All right then, Tarquin.  Tarquin?",0.03980401158332825,0.0796080231666565
6724,6724,00:07:22:19,00:07:26:03,5253646087419594905.xml,115,Do you think I can't see  what you're doing?,0.039802562445402145,0.07960512489080429
5006,5006,00:35:24:19,00:35:27:08,5251033029316736209.xml,690,"are they, Arch?  Drop Tracey  a few quid.  She'll be happy.",0.03979596123099327,0.07959192246198654
4735,4735,00:21:29:21,00:21:35:21,5251033029316736209.xml,419,"Now just isn't the right time, OK?  Never will be, will it? ",0.039787497371435165,0.07957499474287033
4063,4063,01:40:43:12,01:40:44:12,5248439298566680341.xml,1983,"Yeah, but it didn't stop you, did it? ",0.03978198021650314,0.07956396043300629
12892,12892,00:02:38:08,00:02:40:01,5264050645694159353.xml,43,And Musty.  You and the van and Musty are booked on the half-past seven ferry from Dover.,0.03977330029010773,0.07954660058021545
20881,20881,01:41:03:18,01:41:14:20,5271844722846213628.xml,1851,I've been awake half  the night thinking about things. All the things I've done... ,0.03977087512612343,0.07954175025224686
20559,20559,01:20:21:03,01:20:23:02,5271844722846213628.xml,1529,"Listen, thanks for helping out.  Don't s'pose you could baby-sit tonight?",0.03976743668317795,0.0795348733663559
17734,17734,00:08:30:05,00:08:32:05,5269245838135402929.xml,198,"Don't worry, mate.  We'll think of something.",0.039729658514261246,0.07945931702852249
22523,22523,01:18:01:02,01:18:02:02,5274434588125702436.xml,1430,"One way or the other,  I'm going to prove it.",0.039722345769405365,0.07944469153881073
19523,19523,00:25:22:07,00:25:58:18,5271844722846213628.xml,493,"She's still very weak.  But she can hear you.  She'll be able  to recognise your voice. Erm...  Can I touch her?  Yeah, sure.  The ventilator's breathing  for her at the moment but as she gets stronger,  we can wean her off it.",0.03971794992685318,0.07943589985370636
1854,1854,01:41:44:12,01:41:53:22,5245830105934359183.xml,1855,"Why ain't he here right now?  Well, I dunno, just ring 'em again. I've just spoke to them.  He ain't coming.  He don't want me. It's obvious.",0.03970722109079361,0.07941444218158722
9022,9022,00:18:20:10,00:18:21:24,5256228221757951173.xml,311,Share 'em out.  Take a packet out to Tiffany. She's on her wall with Morgan.,0.039700355380773544,0.07940071076154709
14843,14843,01:48:06:13,01:48:11:19,5264050645694159353.xml,1994,"All right, it's sorted.  What, just like that?",0.03969886898994446,0.07939773797988892
14792,14792,01:44:58:14,01:45:01:05,5264050645694159353.xml,1943,"I haven't been able  to say goodbye to Dad. Did you get your stuff, did you?",0.03967485949397087,0.07934971898794174
13526,13526,00:33:09:21,00:33:14:14,5264050645694159353.xml,677,Good luck.  You're gonna need it. ,0.03965204209089279,0.07930408418178558
10508,10508,01:45:50:24,01:45:56:13,5256228221757951173.xml,1797,"Jane, I did not spend the first  seventeen years of my life",0.039643798023462296,0.07928759604692459
5053,5053,00:37:08:01,00:37:10:14,5251033029316736209.xml,737,Thanks very much.  Er...  Where's my change?,0.039636798202991486,0.07927359640598297
3870,3870,01:29:02:16,01:29:04:20,5248439298566680341.xml,1790,I just wanna talk to her.  About what?,0.039635829627513885,0.07927165925502777
1636,1636,01:28:39:01,01:28:43:01,5245830105934359183.xml,1637,Exactly.  I ain't gonna  be stepping on your toes.,0.039627183228731155,0.07925436645746231
19785,19785,00:39:04:19,00:39:14:21,5271844722846213628.xml,755,You know what?  I'm gonna take this  little man to the doctor. Just to be on the safe side.  Can you  sort this place out for me? What?,0.03962647542357445,0.0792529508471489
18532,18532,00:57:27:17,00:57:37:01,5269245838135402929.xml,996,"No, it's a surprise...  a real blast from the past...  I can't wait for you to meet them. Hurry, hurry. ",0.039622969925403595,0.07924593985080719
8929,8929,00:12:55:11,00:12:57:14,5256228221757951173.xml,218,Why are you going to do that?  Cos I feel like it.,0.039603982120752335,0.07920796424150467
16308,16308,00:43:41:05,00:43:43:02,5266645664934403562.xml,877,"Yeah, just me and you.  No kids, caf, nothing.",0.03958738222718239,0.07917476445436478
3915,3915,01:31:50:18,01:31:54:13,5248439298566680341.xml,1835,Are you all right?  Yeah.  It just means we can go out and get well and truly hammered.,0.03958128020167351,0.07916256040334702
132,132,00:08:02:06,00:08:06:15,5245830105934359183.xml,133,"Shut up.  What about this one? Really?  Yeah, it's nice. You said you hated that one.",0.039558324962854385,0.07911664992570877
4945,4945,00:31:38:08,00:31:41:24,5251033029316736209.xml,629,Had to get out of there. ,0.039516571909189224,0.07903314381837845
13925,13925,00:54:36:11,00:54:40:09,5264050645694159353.xml,1076,Jack? ,0.03949635103344917,0.07899270206689835
3377,3377,01:05:18:23,01:05:20:12,5248439298566680341.xml,1297,I'm not changing him.  That's what I called you for.,0.03948633745312691,0.07897267490625381
2161,2161,00:04:20:10,00:04:21:21,5248439298566680341.xml,81,You ain't been feeding it?  Don't be daft.,0.039479199796915054,0.07895839959383011
11675,11675,00:53:15:03,00:53:17:07,5258818087037440299.xml,1044,You won't get away with it. ,0.03946375474333763,0.07892750948667526
5599,5599,01:06:43:13,01:06:46:19,5251033029316736209.xml,1283,Don't ever do that to me again. ,0.03944232687354088,0.07888465374708176
21826,21826,00:40:30:14,00:40:35:13,5274434588125702436.xml,733,The thought of him back in there!  You could make it easier  for him in his mind.  That'd help.,0.039437778294086456,0.07887555658817291
11190,11190,00:27:13:03,00:27:14:09,5258818087037440299.xml,559,I think the weekend's catching up  with me.,0.03943633288145065,0.0788726657629013
15759,15759,00:17:08:08,00:17:10:12,5266645664934403562.xml,328,"Why don't I stay here?  I mean, I wouldn't want to get in the way or anything.",0.03942001610994339,0.07884003221988678
3241,3241,00:59:37:01,00:59:43:14,5248439298566680341.xml,1161,"I've got a stag do tonight so  it's gonna be a bit of a late one. Geezer booked last minute,  so you know...  Fun an' games, eh?",0.03940866142511368,0.07881732285022736
5090,5090,00:38:28:09,00:38:30:17,5251033029316736209.xml,774,Me. ,0.03940775617957115,0.0788155123591423
1555,1555,01:23:46:19,01:23:54:21,5245830105934359183.xml,1556,"I'm gonna get changed.  Where you going? Get some fresh air.  Don't be gone too long. I want this place packed out when  Tony turns up.  Anyone you see, remind them.  Whit!",0.039395444095134735,0.07879088819026947
20461,20461,01:14:39:23,01:14:43:23,5271844722846213628.xml,1431,"So you just need to keep it nice  and quiet, all right?  Cheers.",0.039391566067934036,0.07878313213586807
19158,19158,00:06:48:22,00:06:50:07,5271844722846213628.xml,128,I'm Natalie and I'm gonna  be your midwife.,0.039387986063957214,0.07877597212791443
21410,21410,00:18:32:20,00:18:34:10,5274434588125702436.xml,317,"Well, I been away long enough.  You were better off where you were.",0.03935801982879639,0.07871603965759277
13802,13802,00:48:01:11,00:48:03:18,5264050645694159353.xml,953,All of you. ,0.03934509679675102,0.07869019359350204
1320,1320,01:10:48:07,01:10:51:03,5245830105934359183.xml,1321,Bradley!  What was that? ,0.03932654485106468,0.07865308970212936
19859,19859,00:43:17:11,00:43:19:13,5271844722846213628.xml,829,Do you think she looks like Sean? ,0.039277270436286926,0.07855454087257385
4591,4591,00:13:56:24,00:14:00:20,5251033029316736209.xml,275,We'll never get this time back. ,0.03925711661577225,0.0785142332315445
22412,22412,01:11:42:15,01:11:44:12,5274434588125702436.xml,1319,"I'll get the police involved,  won't I?",0.0392259880900383,0.0784519761800766
17861,17861,00:16:12:10,00:16:14:18,5269245838135402929.xml,325,"Malcolm, let me, er,  let me take your coat.",0.039216235280036926,0.07843247056007385
21648,21648,00:31:12:21,00:31:16:01,5274434588125702436.xml,555,"Well, I hope you've got  a subs' bench.  You're one down.",0.03917539119720459,0.07835078239440918
22803,22803,01:33:20:00,01:33:27:03,5274434588125702436.xml,1710,"Yes.  Yes.  I want to go on this date.  So what's the problem?  Oh, I don't know.",0.03915872052311897,0.07831744104623795
9739,9739,00:58:57:01,00:59:02:23,5256228221757951173.xml,1028,"'Hi there, it's Doctor Merritt.  About Whitney's session today - 'if you could call me to rearrange,  I'd appreciate it, thanks.'",0.03913836553692818,0.07827673107385635
18522,18522,00:56:52:08,00:57:00:19,5269245838135402929.xml,986,"Still not back then, eh?  No.  He's been gone all night.  Why does he do this, Dad?",0.039125651121139526,0.07825130224227905
10989,10989,00:16:03:19,00:16:21:20,5258818087037440299.xml,358,"Ian, I need a word.  So do I. ",0.03911641985177994,0.07823283970355988
6765,6765,00:09:28:22,00:09:46:00,5253646087419594905.xml,156,"Hi, Ronnie.  It's Danielle.  I've got it.  Er, no.  He's gone out.  After lunch, he said.  OK, then.  I'll see you in a bit.  There.  That wasn't so hard now,  was it?",0.039113253355026245,0.07822650671005249
17706,17706,00:07:28:17,00:07:29:02,5269245838135402929.xml,170,It's just been one of those days. ,0.039102159440517426,0.07820431888103485
16683,16683,01:06:00:22,01:06:06:20,5266645664934403562.xml,1252,"Me and Tony just need a bit of space  now and then, you know, to...",0.03909694775938988,0.07819389551877975
21851,21851,00:41:42:15,00:41:47:00,5274434588125702436.xml,758,"When you're with someone,  you're with them.  Ain't a choice.",0.03908722475171089,0.07817444950342178
6925,6925,00:18:28:17,00:18:30:03,5253646087419594905.xml,316,I'll get it. ,0.03908352181315422,0.07816704362630844
21717,21717,00:34:04:05,00:34:06:03,5274434588125702436.xml,624,"I ain't got time to get it.  I need party nibbles, all that.",0.03906314820051193,0.07812629640102386
20386,20386,01:10:32:03,01:10:35:03,5271844722846213628.xml,1356,"Look at me, I'm a bag of nerves.  Don't worry, Vinnie. ",0.03906264528632164,0.07812529057264328
18252,18252,00:40:06:14,00:40:18:10,5269245838135402929.xml,716,"DI Keeble's withholding their  identity for the time being. She can't do that.  She can if there's a danger of the witness being intimidated. Your reputation precedes you,  obviously.",0.03906053304672241,0.07812106609344482
14418,14418,01:24:06:01,01:24:10:02,5264050645694159353.xml,1569,"None of my business?  I'm gonna go. That's great, Stace.  Yeah, that's just great(!)",0.039048802107572556,0.07809760421514511
2165,2165,00:04:33:10,00:04:34:18,5248439298566680341.xml,85,"Right, that should do that. ",0.039048366248607635,0.07809673249721527
21427,21427,00:19:22:24,00:19:29:04,5274434588125702436.xml,334,"Yeah, maybe after you've had  a sit down.  I ain't gonna fight with a sick man.",0.03901467099785805,0.0780293419957161
8388,8388,01:39:02:22,01:39:08:10,5253646087419594905.xml,1779,"Well, not till I asked him, but  it's obvious. Not to me it isn't.",0.0389835461974144,0.0779670923948288
7494,7494,00:50:02:03,00:50:05:08,5253646087419594905.xml,885,"Congratulations.  Oh, Ricky, it means so much  to have your blessing!",0.03898077830672264,0.07796155661344528
6485,6485,01:51:27:20,01:51:30:18,5251033029316736209.xml,2169,Missing you. ,0.038974374532699585,0.07794874906539917
20691,20691,01:28:47:23,01:28:50:05,5271844722846213628.xml,1661,"Sorry, it's non-transferable.  Raffle rules.",0.03897198289632797,0.07794396579265594
15041,15041,01:59:36:09,02:00:10:15,5264050645694159353.xml,2192,"Oh, thanks.  Cheers. ",0.0389547236263752,0.0779094472527504
1835,1835,01:40:09:14,01:40:12:05,5245830105934359183.xml,1836,Yay! ,0.038926221430301666,0.07785244286060333
16885,16885,01:18:51:08,01:18:54:01,5266645664934403562.xml,1454,I know we ain't been able to  celebrate your birthday together...,0.03892256319522858,0.07784512639045715
8987,8987,00:16:31:08,00:16:34:06,5256228221757951173.xml,276,"You see, I know you better  than you know yourself, don't I?",0.03891979530453682,0.07783959060907364
19217,19217,00:09:25:12,00:09:31:06,5271844722846213628.xml,187,It's all right. ,0.03891051188111305,0.0778210237622261
13010,13010,00:07:35:05,00:07:37:01,5264050645694159353.xml,161,"What are you talking about?  You've  got a great figure! D'you think so? Dad, tell her!",0.038896720856428146,0.07779344171285629
19838,19838,00:41:58:12,00:42:00:02,5271844722846213628.xml,808,"There doesn't always have  to be a catch, Whitney.  Right, OK,",0.038886841386556625,0.07777368277311325
5681,5681,01:10:36:15,01:10:38:18,5251033029316736209.xml,1365,Tell me what? ,0.038867510855197906,0.07773502171039581
17875,17875,00:16:52:11,00:16:53:21,5269245838135402929.xml,339,Mal.  Hold it there. ,0.03886295482516289,0.07772590965032578
4452,4452,00:06:30:22,00:06:33:08,5251033029316736209.xml,136,"Yeah.  And where did you plug in the vacuum cleaner? The wall socket wasn't working,",0.03884846717119217,0.07769693434238434
1618,1618,01:27:53:09,01:27:55:03,5245830105934359183.xml,1619,What did he say to ya?  What?  Nothing.,0.03884698450565338,0.07769396901130676
16739,16739,01:10:10:20,01:10:12:12,5266645664934403562.xml,1308,I think I can take care  of this one myself.,0.03882090374827385,0.0776418074965477
18253,18253,00:40:18:11,00:40:21:23,5269245838135402929.xml,717,Walk away. ,0.03881154954433441,0.07762309908866882
11811,11811,00:59:16:06,00:59:20:22,5258818087037440299.xml,1180,Better than dumpy old Walford.  There's nothing worth  staying around here for anyway.,0.0388091579079628,0.0776183158159256
9952,9952,01:12:11:13,01:12:32:03,5256228221757951173.xml,1241,"You all right?  Come in, come in, come in. Something smells amazing! Where's Mint and Callum?  They, er, had other plans. Wow, no-one's ever gone to this much  trouble just for me.  What is it? Nah, nah, don't tell me...  there's garlic...  I'm thinking, white wine, onions?  Is it fish?",0.038807012140750885,0.07761402428150177
19748,19748,00:37:36:14,00:37:37:15,5271844722846213628.xml,718,"See, it's not all bad, Vin.  You reckon? Yep!",0.0388016514480114,0.0776033028960228
17090,17090,01:29:51:20,01:30:05:06,5266645664934403562.xml,1659,"Ben.  You might be able to pull  the wool overyour gran's eyes^ but you don't look sick to me.  You're not a doctor.  Well, what you got?  Salt deficiency? ",0.038794565945863724,0.07758913189172745
7297,7297,00:39:33:08,00:39:34:21,5253646087419594905.xml,688,"Ah, thank you. ",0.03879140317440033,0.07758280634880066
5286,5286,00:49:59:24,00:50:05:07,5251033029316736209.xml,970,That's not too bad.  Under the circumstances.,0.03878733143210411,0.07757466286420822
4507,4507,00:09:09:12,00:09:22:17,5251033029316736209.xml,191,"Amir's already booked a  table at Fargos. Oh. Oh, OK.  You can come with us, if you like.  I would've asked earlier, but I know how much you hate work things. No.  I'd love to.  It's about  time I got a bit more involved.",0.03878084942698479,0.07756169885396957
19810,19810,00:40:05:16,00:40:09:20,5271844722846213628.xml,780,"You want the place  to look nice, don't you? My girl is lying in there  fighting for her life,",0.03877511993050575,0.0775502398610115
3162,3162,00:55:32:04,00:55:36:18,5248439298566680341.xml,1082,Only I never complained once.  And do you know why? Because I was doing it for you. ,0.03877321630716324,0.07754643261432648
7959,7959,01:16:49:10,01:16:56:11,5253646087419594905.xml,1350,So you really weren't Little  Miss Popularity back then?,0.03874003887176514,0.07748007774353027
14250,14250,01:14:30:19,01:14:35:11,5264050645694159353.xml,1401,Do you understand?  Nothing. ,0.03872251883149147,0.07744503766298294
4708,4708,00:20:12:09,00:20:14:10,5251033029316736209.xml,392,"Come and sit down, Whit.  There's plenty of room.",0.03870737925171852,0.07741475850343704
20002,20002,00:50:24:14,00:50:26:07,5271844722846213628.xml,972,"Yeah, but I thought you  might want a break.",0.038693517446517944,0.07738703489303589
8869,8869,00:08:21:18,00:08:22:16,5256228221757951173.xml,158,"(Get a smile out of him,  would you?)",0.03869026154279709,0.07738052308559418
118,118,00:06:58:04,00:07:01:18,5245830105934359183.xml,119,"Billy, love, thanks for helping out.  It looks great.",0.03866995871067047,0.07733991742134094
1762,1762,01:35:51:15,01:35:54:16,5245830105934359183.xml,1763,"DOORBELL RINGS  Oh, God!  That might be him. Hold me drink.",0.038668375462293625,0.07733675092458725
5714,5714,01:12:22:00,01:12:36:11,5251033029316736209.xml,1398,"I know who I am.  I don't need to be reminded. Oh, you think I'm doing this for fun?  Thanks to you and Dorothy, we have to  raise our game for this inspection. Right, the new rules.  What are you talking about?",0.03865372762084007,0.07730745524168015
8181,8181,01:28:31:09,01:28:33:04,5253646087419594905.xml,1572,"Here, look, spread the word.  It could be fun. OK.",0.03864458203315735,0.0772891640663147
15152,15152,02:07:28:14,02:07:37:17,5264050645694159353.xml,2303,"I ain't really got any mates  round here no more. I mean, Tiffany was  me last...real mate.  And... Suppose I was sort of mates  with my mum an' all, you know,",0.03864244371652603,0.07728488743305206
2432,2432,00:19:08:14,00:19:12:08,5248439298566680341.xml,352,"And now I'm lumbered.  Yeah, well, I wouldn't mind that kind of lumbering myself.",0.03863564878702164,0.07727129757404327
7459,7459,00:47:18:01,00:47:23:15,5253646087419594905.xml,850,Allow me.  Thank you.  So shall I book you in Thursday for hair and make-up?,0.038619473576545715,0.07723894715309143
16634,16634,01:03:19:12,01:03:22:20,5266645664934403562.xml,1203,"Cos if it is, you shouldn't listen  to all those gossips, they don't know what they're talking about.",0.03861765190958977,0.07723530381917953
4506,4506,00:09:05:21,00:09:09:11,5251033029316736209.xml,190,"Course I will.  Actually, Stace,",0.03861622512340546,0.07723245024681091
12903,12903,00:02:58:12,00:03:04:13,5264050645694159353.xml,54,"Right.  Oh, sorry, your change...  Is this all you've got?",0.03861300274729729,0.07722600549459457
14110,14110,01:06:15:10,01:06:17:15,5264050645694159353.xml,1261,My dad.  Does everyone know?,0.03857165947556496,0.07714331895112991
12723,12723,01:51:04:06,01:51:06:21,5258818087037440299.xml,2092,"Have you really  thought this through properly? That's my problem, isn't it?",0.03855476900935173,0.07710953801870346
926,926,00:50:59:04,00:51:04:04,5245830105934359183.xml,927,"Oi, I want you to drink this  pint and I want you to go.",0.03851483389735222,0.07702966779470444
4647,4647,00:16:50:05,00:16:51:12,5251033029316736209.xml,331,We can't afford it right now. ,0.03849980980157852,0.07699961960315704
13624,13624,00:39:03:04,00:39:07:12,5264050645694159353.xml,775,Your mother is right.  It probably  would be wiser if you stayed indoors.,0.03849559649825096,0.07699119299650192
4546,4546,00:11:33:22,00:11:35:06,5251033029316736209.xml,230,"Yeah, it's brilliant... ",0.03849199414253235,0.0769839882850647
22048,22048,00:53:18:23,00:53:21:01,5274434588125702436.xml,955,Right.  Good for you.  It will be.,0.03848496824502945,0.0769699364900589
17662,17662,00:05:24:20,00:05:28:04,5269245838135402929.xml,126,I missed you.  What have you got there?,0.03848401457071304,0.07696802914142609
9261,9261,00:32:54:07,00:32:55:14,5256228221757951173.xml,550,My little bro. ,0.03847966715693474,0.07695933431386948
19908,19908,00:46:17:11,00:46:19:11,5271844722846213628.xml,878,Do I make myself clear? ,0.0384703129529953,0.0769406259059906
16164,16164,00:36:10:03,00:36:11:21,5266645664934403562.xml,733,"Ah, my favourite boy.  You all right?",0.03847014158964157,0.07694028317928314
4403,4403,00:04:02:12,00:04:10:11,5251033029316736209.xml,87,"He's just got this horrible rash.  No, I can't leave him.  All right, thanks, Jane.  Cheers. ",0.03845478966832161,0.07690957933664322
22862,22862,01:36:32:10,01:36:35:16,5274434588125702436.xml,1769,"Lucy, it is just another example  of why I can't trust you.",0.03843577578663826,0.07687155157327652
17478,17478,01:50:48:23,01:50:51:13,5266645664934403562.xml,2047,What have you said to him? ,0.03843017295002937,0.07686034590005875
18350,18350,00:48:03:20,00:48:10:05,5269245838135402929.xml,814,"A supposed 20 minute trip -  it's taken him two hours. Well, I can mind the caff for you.  It's too late.  It's over now.  He's done this on purpose.",0.03842891752719879,0.07685783505439758
19393,19393,00:19:10:02,00:19:19:09,5271844722846213628.xml,363,Sometimes I think you care more  about them kids than me. I suppose another hour  wouldn't hurt.  Come on.,0.03842700272798538,0.07685400545597076
229,229,00:14:06:16,00:14:07:23,5245830105934359183.xml,230,I'll be clocking your every move. ,0.03841698169708252,0.07683396339416504
17153,17153,01:33:38:05,01:33:42:03,5266645664934403562.xml,1722,"Well, thank goodness(!)  Oh, what a lovely room, Peggy! ",0.03839075565338135,0.0767815113067627
7643,7643,00:58:30:13,00:58:33:03,5253646087419594905.xml,1034,"and Patrick, he's got loads.  So what's he think about all this? ",0.03837570920586586,0.07675141841173172
21121,21121,00:01:53:23,00:01:55:14,5274434588125702436.xml,28,It's not worth turning over  for a few minutes.,0.038372159004211426,0.07674431800842285
23049,23049,01:48:16:01,01:48:18:05,5274434588125702436.xml,1956,"Looks like everyone's out, or asleep.  Dee...",0.038370221853256226,0.07674044370651245
18426,18426,00:51:59:14,00:52:06:19,5269245838135402929.xml,890,"Yeah, cheers for coming.  I hope the food was all right. Yeah, yeah, lovely.  Thanks. ",0.03834649547934532,0.07669299095869064
18584,18584,01:00:56:10,01:01:00:14,5269245838135402929.xml,1048,"No, I don't want to change my  gas supplier, so can you please stop disturbing me, thank you.",0.0383429117500782,0.0766858235001564
19644,19644,00:32:13:24,00:32:17:08,5271844722846213628.xml,614,"So why don't you do everybody a  favour and just slip away, quietly?",0.038340747356414795,0.07668149471282959
5653,5653,01:09:19:16,01:09:22:19,5251033029316736209.xml,1337,"You're a very attractive woman.  Oh, my God.  You must get lonely some nights... Stop it.",0.038335178047418594,0.07667035609483719
5655,5655,01:09:25:07,01:09:29:10,5251033029316736209.xml,1339,"What's wrong with it?  Everything. I was widowed in December, Suzy.  Right.",0.0383303239941597,0.0766606479883194
21874,21874,00:42:58:20,00:43:12:18,5274434588125702436.xml,781,"Man, this is serious.  You must have an idea. It's gonna have to wait,  man, I'm sorry.  Sorry. 'Scuse me...  Could you help my sister?  She's doing a sponsored silence. There's a lot of that about. ",0.038329582661390305,0.07665916532278061
4688,4688,00:19:15:06,00:19:18:24,5251033029316736209.xml,372,I've gotta be 100% certain  there's no more surprises.,0.03832939639687538,0.07665879279375076
16680,16680,01:05:51:17,01:05:55:22,5266645664934403562.xml,1249,"but you'd be doing me a really big  favour.  There's a load of us living under this roof,",0.03832074999809265,0.0766414999961853
16715,16715,01:08:11:02,01:08:23:04,5266645664934403562.xml,1284,"Oh, thank you nurse.  My pleasure. I've brought something for you, Max. ",0.03831502050161362,0.07663004100322723
16850,16850,01:16:34:19,01:16:38:01,5266645664934403562.xml,1419,And if it makes you feel better... ,0.038289327174425125,0.07657865434885025
1526,1526,01:21:54:09,01:22:06:06,5245830105934359183.xml,1527,"Don't tell me.  Too bad.  Here you are, I got you a drink.  No, thanks.  Oh, come on. It's just one of those things.",0.03827992454171181,0.07655984908342361
22714,22714,01:29:04:00,01:29:06:08,5274434588125702436.xml,1621,Come here.  There you go. ,0.038270123302936554,0.07654024660587311
22823,22823,01:34:17:24,01:34:23:15,5274434588125702436.xml,1730,"He didn't hit you, did he?  No!  Tony would never hurt me.  But the way he was treating you.",0.03826797381043434,0.07653594762086868
12329,12329,01:26:34:08,01:26:38:16,5258818087037440299.xml,1698,"He said he was narcoleptic,  but I didn't believe him.",0.03825389966368675,0.0765077993273735
17906,17906,00:18:35:22,00:18:39:23,5269245838135402929.xml,370,"So I do have to say this, Jane.  You  will need to lose a bit of weight.",0.03823735564947128,0.07647471129894257
21374,21374,00:16:21:02,00:16:27:13,5274434588125702436.xml,281,"I spent all those years  wondering where you were, how you were, what you were thinking.",0.03821844980120659,0.07643689960241318
19841,19841,00:42:06:13,00:42:08:23,5271844722846213628.xml,811,"No, he's taken his car to be valeted.  Is there anything else you want?",0.03820732608437538,0.07641465216875076
6173,6173,01:34:22:10,01:34:28:05,5251033029316736209.xml,1857,All right?  Right.  I'll go and see Grandma  in that case.,0.03820107877254486,0.07640215754508972
3111,3111,00:52:18:23,00:52:31:10,5248439298566680341.xml,1031,"RINGTONE  Auntie Peg. It's a shame we're so busy, cos I  would've have answered it otherwise.",0.0381917767226696,0.0763835534453392
964,964,00:53:07:17,00:53:10:03,5245830105934359183.xml,965,"Listen, about earlier...  Shhh, it doesn't matter.",0.03818386420607567,0.07636772841215134
8269,8269,01:33:01:05,01:33:02:21,5253646087419594905.xml,1660,"Right.  Yeah.  I didn't think you'd want to do it yourself, so...",0.038183074444532394,0.07636614888906479
